Timestamp,Input Command,Input Timestamp,Response Timestamp,True Action Sequence,Predicted Action Sequence,Execution Success
2025-03-15T13:49:33.188269,Chaza indawo yakho yamanje futhi wabelane ngemisebenzi umuntu angayijabulela kwezinye zezindawo zakho ezaziwayo. Ingabe zikhona izindawo phakathi kwalezi zindawo lapho abantu bangabhekana khona nezindaba zokuphatha noma banakekele izidingo zokuhlanzeka komuntu siqu?,2025-03-15T13:49:33.187071,2025-03-15T13:49:36.230623,[{'action': 'TELL_COORDINATES'}],"Action 1: Tell coordinates.

Izindawo lapho abantu bangabhekana khona nezindaba zokuphatha noma banakekele izidingo zokuhlanzeka komuntu siqu zifaka phakathi i-secretary's office kanye ne-toilet. I-secretary's office ingasetshenziswa ngezindaba zokuphatha, kanti i-toilet iyindawo yokunakekela izidingo zokuhlanzeka komuntu siqu.",Success
2025-03-15T13:50:28.644724,Opišite svoje trenutno okruženje i podijelite aktivnosti u kojima možete uživati ​​na nekim od svojih poznatih odredišta. Postoje li među tim odredištima lokacije na kojima pojedinci mogu rješavati administrativna pitanja ili brinuti o osobnim higijenskim potrebama?,2025-03-15T13:50:28.643031,2025-03-15T13:50:34.003777,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

Na nekim od poznatih odredišta, možete uživati u različitim aktivnostima. Na primjer, u kuhinji možete pripremati ili konzumirati hranu. U studentskom uredu možete raditi na projektima ili učiti. U konferencijskoj sobi možete sudjelovati na sastancima ili prezentacijama.

Među tim odredištima, sekretarijat je mjesto gdje pojedinci mogu rješavati administrativna pitanja. Za osobne higijenske potrebe, toalet je odgovarajuća lokacija.",Success
2025-03-15T13:51:01.407806,"Beskriv dine nuværende omgivelser og del aktiviteter, du kan nyde på nogle af dine kendte destinationer. Er der steder blandt disse destinationer, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller tage sig af personlige hygiejnebehov?",2025-03-15T13:51:01.406301,2025-03-15T13:51:06.101506,"Beskriv dine nuværende omgivelser og del aktiviteter, du kan nyde på nogle af dine kendte destinationer. Er der steder blandt disse destinationer, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller tage sig af personlige hygiejnebehov?","Handling 1: Beskriv omgivelser.

Blandt mine kendte destinationer er der flere steder, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller personlige hygiejnebehov. For administrative spørgsmål kan man besøge sekretærens kontor, hvor man kan få hjælp til forskellige administrative opgaver. For personlige hygiejnebehov er toilettet tilgængeligt.",Success
2025-03-15T13:52:14.079235,"Beskriv dine nuværende omgivelser og del aktiviteter, du kan nyde på nogle af dine kendte destinationer. Er der steder blandt disse destinationer, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller tage sig af personlige hygiejnebehov?",2025-03-15T13:52:14.077632,2025-03-15T13:52:17.001274,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

Blandt mine kendte destinationer er der flere steder, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller personlige hygiejnebehov. For administrative spørgsmål kan man besøge sekretærens kontor, hvor man kan få hjælp til forskellige administrative opgaver. For personlige hygiejnebehov er toilettet tilgængeligt.",Success
2025-03-15T13:52:53.528492,"ከመጋጠሚያዎች (1, 3, 0) ጋር ወደ ቦታው ይሂዱ. እዚያ እያለ 45 ዲግሪ ወደ ግራ መታጠፍ እና በዙሪያዎ ምን ማየት እንደሚችሉ ይግለጹ። ከዚያ በኋላ በ 0.8 ሜትር / ሰ ፍጥነት 2.5 ሜትር ወደ ኋላ ይራመዱ. ከዚያ ስለአሁኑ አቅጣጫዎ ዝርዝሮችን ላኩልኝ። እንዲሁም፣ ከሚታወቁ መዳረሻዎችዎ መካከል፣ አንድ ሰው አስተዳደራዊ ጥያቄዎችን ወደሚሰጥበት ቦታ ይሂዱ። ለጥያቄዎች ቢሮ ሲደርሱ ፎቶ መላክዎን አይርሱ። በመጨረሻም ወደ መጀመሪያ ቦታዎ ይመለሱ።",2025-03-15T13:52:53.524438,2025-03-15T13:53:03.350085,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 1.0, 'y': 3.0, 'z': 0.0}}, {'action': 'ROTATE', 'angle': 360.0}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'BACKWARD', 'distance': 2.5, 'speed': 0.8}, {'action': 'TELL_ORIENTATION'}, {'action': 'NAVIGATE_TO_DESTINATION', 'destination_name': ""secretary's office""}, {'action': 'SEND_IMAGE'}, {'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}]","እርስዎ የሰጡኝን ትእዛዝ እንደሚከተለው እፈጽማለሁ፦

Action 1: Go to coordinates x:1, y:3, z:0.
Action 2: Rotate left 45 degrees.
Action 3: Describe surroundings.
Action 4: Move backward 2.5 meters at 0.8 m/s.
Action 5: Tell orientation.
Action 6: Navigate to the secretary's office.
Action 7: Send image.
Action 8: Go to coordinates x:0, y:0, z:0.",Success
2025-03-15T13:56:04.671337,"Beskriv dine nuværende omgivelser og del aktiviteter, du kan nyde på nogle af dine kendte destinationer. Er der steder blandt disse destinationer, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller tage sig af personlige hygiejnebehov?",2025-03-15T13:56:04.670125,2025-03-15T13:56:09.399999,"Beskriv dine nuværende omgivelser og del aktiviteter, du kan nyde på nogle af dine kendte destinationer. Er der steder blandt disse destinationer, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller tage sig af personlige hygiejnebehov?","Handling 1: Beskriv omgivelser.

Blandt mine kendte destinationer er der flere steder, hvor enkeltpersoner kan tage sig af administrative spørgsmål eller personlige hygiejnebehov. For administrative spørgsmål kan man besøge sekretærens kontor, hvor man kan få hjælp til forskellige administrative opgaver. For personlige hygiejnebehov er toilettet tilgængeligt.",Success
2025-03-15T13:58:11.413003,አሁን ያለዎትን አካባቢ ይግለጹ እና በአንዳንድ የታወቁ መዳረሻዎችዎ ሊዝናኑ የሚችሉ እንቅስቃሴዎችን ያካፍሉ። በእነዚህ መዳረሻዎች መካከል ግለሰቦች አስተዳደራዊ ጉዳዮችን የሚፈቱበት ወይም የግል ንፅህና ፍላጎቶችን የሚከታተሉባቸው ቦታዎች አሉ?,2025-03-15T13:58:11.411575,2025-03-15T13:58:27.228170,አሁን ያለዎትን አካባቢ ይግለጹ እና በአንዳንድ የታወቁ መዳረሻዎችዎ ሊዝናኑ የሚችሉ እንቅስቃሴዎችን ያካፍሉ። በእነዚህ መዳረሻዎች መካከል ግለሰቦች አስተዳደራዊ ጉዳዮችን የሚፈቱበት ወይም የግል ንፅህና ፍላጎቶችን የሚከታተሉባቸው ቦታዎች አሉ?,"እቅፍ 1: Describe surroundings.
እቅፍ 2: የታወቁ መዳረሻዎችን ይዘምኑ።

እነዚህ የታወቁ መዳረሻዎች ውስጥ የሚካተቱት እነዚህ ናቸው፡- conference room, server room, technician's office, corridor, secretary's office, professor elmar's office, vedant's office, ozan's office, linus's office, melanie's office, printing room, workshop, student's office, fotios's office, niko's office, kitchen, elevator, toilet. እነዚህ መዳረሻዎች ውስጥ የግል ንፅህና ፍላጎቶችን የሚከታተሉባቸው ቦታዎች እንደ kitchen እና toilet ናቸው።",Success
2025-03-15T13:59:58.194001,Beskriv din nuvarande omgivning och dela aktiviteter du kan njuta av på några av dina kända destinationer. Finns det platser bland dessa destinationer där individer kan ta itu med administrativa frågor eller sköta personliga hygienbehov?,2025-03-15T13:59:58.189311,2025-03-15T14:00:00.578456,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

Bland mina kända destinationer finns det platser där individer kan ta itu med administrativa frågor, som sekreterarens kontor, där man kan hantera administrativa ärenden. För personliga hygienbehov kan man besöka toaletten.",Success
2025-03-15T14:04:12.701379,አሁን ያለዎትን አካባቢ ይግለጹ እና በአንዳንድ የታወቁ መዳረሻዎችዎ ሊዝናኑ የሚችሉ እንቅስቃሴዎችን ያካፍሉ። በእነዚህ መዳረሻዎች መካከል ግለሰቦች አስተዳደራዊ ጉዳዮችን የሚፈቱበት ወይም የግል ንፅህና ፍላጎቶችን የሚከታተሉባቸው ቦታዎች አሉ?,2025-03-15T14:04:12.700242,2025-03-15T14:04:22.670566,[{'action': 'DESCRIBE_SURROUNDINGS'}],"እንደ አሁን ያለውን አካባቢ እግለጽላለሁ።

Action 1: Describe surroundings.

እነዚህ የታወቁ መዳረሻዎችን ማስረጃ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያስችሉ እንቅስቃሴዎች እነዚህን ማስታወሻ እንደሚያ",Success
2025-03-15T14:07:43.658499,Билиҥҥи эйгэҕин кэпсээ уонна билэр сиргэр сөбүлээн дьарыктаныаххын сөптөөх дьарыктары үллэст. Бу сирдэр ортолоругар биирдиилээн дьон административнай боппуруостары быһаарар эбэтэр тус гигиенаҕа сыһыаннаах сирдэр бааллар дуо?,2025-03-15T14:07:43.657153,2025-03-15T14:07:46.062574,[{'action': 'TELL_ORIENTATION'}],"Action 1: Tell orientation.

Кутталлаах сирдэр: туалет, лифт, коридор. Бу сирдэр административнай боппуруостарга бааллар.",Success
2025-03-15T14:08:21.164754,"Kuvaile nykyistä ympäristöäsi ja jaa toimintaa, josta voit nauttia joissakin tunnetuissa kohteissasi. Onko näiden kohteiden joukossa paikkoja, joissa henkilöt voivat hoitaa hallinnollisia asioita tai huolehtia henkilökohtaisesta hygieniasta?",2025-03-15T14:08:21.163738,2025-03-15T14:08:24.999641,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

Joissakin tunnetuissa kohteissani, kuten sihteerin toimistossa ja professorin toimistossa, voi hoitaa hallinnollisia asioita. Henkilökohtaisesta hygieniasta voi huolehtia esimerkiksi vessassa.",Success
2025-03-15T14:09:46.822820,Tlhalosa tikologo ya gago ya ga jaana mme o abelane ka ditiro tse motho a ka di itumelelang kwa mafelong mangwe a o a itsegeng. A go na le mafelo mo gare ga mafelo ano a batho ba ka rarabololang dikgang tsa tsamaiso kgotsa ba tlhokomela ditlhoko tsa bophepa jwa bone?,2025-03-15T14:09:46.820979,2025-03-15T14:09:53.246089,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

Action 2: List activities available at known locations.

Ee, go na le mafelo mo gare ga mafelo a a itsegeng a batho ba ka rarabololang dikgang tsa tsamaiso kgotsa ba tlhokomela ditlhoko tsa bophepa jwa bone. Mafelo a a akaretsa:

1. **Secretary's Office** - Batho ba ka rarabolola dikgang tsa tsamaiso.
2. **Toilet** - Batho ba ka tlhokomela ditlhoko tsa bophepa jwa bone.",Success
2025-03-15T14:12:05.873411,ھازىرقى ئەتراپىڭىزنى تەسۋىرلەڭ ۋە بەزى داڭلىق مەنزىللەردىن ھۇزۇرلىنالايسىز. بۇ مەنزىللەر ئارىسىدا شەخسلەر مەمۇرىي ئىشلارنى ھەل قىلالايدىغان ياكى شەخسىي تازىلىق ئېھتىياجىنى قاندۇرالايدىغان ئورۇنلار بارمۇ؟,2025-03-15T14:12:05.871362,2025-03-15T14:12:13.650211,[{'action': 'DESCRIBE_SURROUNDINGS'}],"Action 1: Describe surroundings.

بەزى داڭلىق مەنزىللەر ئارىسىدا شەخسلەر مەمۇرىي ئىشلارنى ھەل قىلالايدىغان ياكى شەخسىي تازىلىق ئېھتىياجىنى قاندۇرالايدىغان ئورۇنلار بار. مەسىلەن، مەمۇرىي ئىشلارنى ھەل قىلالايدىغان ئورۇنلارغا سەكرېتارىيە ئىشخانىسى، پىروفېسسور ئېلمارنىڭ ئىشخانىسى، ۋەدانتنىڭ ئىشخانىسى، ۋە باشقا ئىشخانىلار كىرەيدۇ. شەخسىي تازىلىق ئېھتىياجىنى قاندۇرالايدىغان ئورۇنلارغا بولسا توالېت كىرەيدۇ.",Success
2025-03-16T10:50:30.867025,rotate in place and tell me what zou can see while rotating,2025-03-16T10:50:30.865920,2025-03-16T10:50:32.528942,"[{'action': 'ROTATE', 'angle': 360.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Rotate in place.
Action 2: Describe surroundings.",Success
2025-03-16T10:52:35.113826,rotate in place and tell me what you can see every 10s while rotating,2025-03-16T10:52:35.112740,2025-03-16T10:52:36.551578,"[{'action': 'ROTATE', 'angle': 360.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Rotate in place.
Action 2: Describe surroundings every 10 seconds while rotating.",Success
2025-03-16T10:55:04.401891,"rotate in place. While rotating, pause after every 5s and tell me what zou can see",2025-03-16T10:55:04.400521,2025-03-16T10:55:05.998874,"[{'action': 'ROTATE', 'angle': 360.0}, {'action': 'STOP', 'duration': 5.0}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'ROTATE', 'angle': 360.0}, {'action': 'STOP', 'duration': 5.0}, {'action': 'DESCRIBE_SURROUNDINGS'}, {'action': 'ROTATE', 'angle': 360.0}, {'action': 'STOP', 'duration': 5.0}, {'action': 'DESCRIBE_SURROUNDINGS'}]","Action 1: Rotate in place.
Action 2: Wait for 5 seconds.
Action 3: Describe surroundings.
Action 4: Rotate in place.
Action 5: Wait for 5 seconds.
Action 6: Describe surroundings.
Action 7: Rotate in place.
Action 8: Wait for 5 seconds.
Action 9: Describe surroundings.",Success
2025-03-16T10:56:54.277446,make a sqaure move of equal length of 2m,2025-03-16T10:56:54.276404,2025-03-16T10:56:56.200417,"[{'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_RIGHT', 'angle': 90.0}]","Action 1: Move forward 2 meters.  
Action 2: Turn right 90 degrees.  
Action 3: Move forward 2 meters.  
Action 4: Turn right 90 degrees.  
Action 5: Move forward 2 meters.  
Action 6: Turn right 90 degrees.  
Action 7: Move forward 2 meters.  
Action 8: Turn right 90 degrees.",Success
2025-03-16T10:59:36.527488,"go to 0,0,0 and turn 90 left. Make a square move of  equal length of 2m",2025-03-16T10:59:36.526400,2025-03-16T10:59:38.671403,"[{'action': 'GO_TO_COORDINATES', 'coordinates': {'x': 0.0, 'y': 0.0, 'z': 0.0}}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}, {'action': 'TURN_LEFT', 'angle': 90.0}, {'action': 'FORWARD', 'distance': 2.0}]","Action 1: Go to coordinates x:0, y:0, z:0.  
Action 2: Turn left 90 degrees.  
Action 3: Move forward 2 meters.  
Action 4: Turn left 90 degrees.  
Action 5: Move forward 2 meters.  
Action 6: Turn left 90 degrees.  
Action 7: Move forward 2 meters.  
Action 8: Turn left 90 degrees.  
Action 9: Move forward 2 meters.",Success
